	Operation	Group	Group Offset	Ordinal Start	Ordinal End	Terminal End	Default Due	Tags	Op Index	Due Shift		Configs	Value
arith_skip_g06_00_o09_10	Skip Counting	6	0	9	10	10	287	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g06_00_o10	Skip Counting	6	0	10		10	288	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
													
arith_skip_g06_00_o07_10	Skip Counting	6	0	7	10	10	289	seq_07_to_10 seq_08_to_10	1				
arith_skip_g06_00_o01_10	Skip Counting	6	0	1	10	10	290	seq_01_to_10	1				
													
arith_skip_g07_00_o01_02	Skip Counting	7	0	1	2	10	291	o01_to_04 o01_to_05	1				
arith_skip_g07_00_o02_03	Skip Counting	7	0	2	3	10	292	o01_to_04 o01_to_05	1				
arith_skip_g07_00_o03_04	Skip Counting	7	0	3	4	10	293	o01_to_04 o01_to_05	1				
arith_skip_g07_00_o04_05	Skip Counting	7	0	4	5	10	294	o01_to_04 o01_to_05 o04_to_07	1				
													
arith_skip_g07_00_o01_04	Skip Counting	7	0	1	4	10	295	seq_01_to_04	1				
													
arith_skip_g07_00_o05_06	Skip Counting	7	0	5	6	10	296	o05_to_07 o01_to_05 o04_to_07 o05_to_10	1				
arith_skip_g07_00_o06_07	Skip Counting	7	0	6	7	10	297	o05_to_07 o06_to_10 o04_to_07 o05_to_10	1				
arith_skip_g07_00_o07_08	Skip Counting	7	0	7	8	10	298	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	1				
													
arith_skip_g07_00_o04_07	Skip Counting	7	0	4	7	10	299	seq_04_to_07 seq_05_to_07	1				
arith_skip_g07_00_o01_07	Skip Counting	7	0	1	7	10	300	seq_01_to_07	1				
													
arith_skip_g07_00_o08_09	Skip Counting	7	0	8	9	10	301	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g07_00_o09_10	Skip Counting	7	0	9	10	10	302	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g07_00_o10	Skip Counting	7	0	10		10	303	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
													
arith_skip_g07_00_o07_10	Skip Counting	7	0	7	10	10	304	seq_07_to_10 seq_08_to_10	1				
arith_skip_g07_00_o01_10	Skip Counting	7	0	1	10	10	305	seq_01_to_10	1				
													
arith_skip_g08_00_o01_02	Skip Counting	8	0	1	2	10	306	o01_to_04 o01_to_05	1				
arith_skip_g08_00_o02_03	Skip Counting	8	0	2	3	10	307	o01_to_04 o01_to_05	1				
arith_skip_g08_00_o03_04	Skip Counting	8	0	3	4	10	308	o01_to_04 o01_to_05	1				
arith_skip_g08_00_o04_05	Skip Counting	8	0	4	5	10	309	o01_to_04 o01_to_05 o04_to_07	1				
													
arith_skip_g08_00_o01_04	Skip Counting	8	0	1	4	10	310	seq_01_to_04	1				
													
arith_skip_g08_00_o05_06	Skip Counting	8	0	5	6	10	311	o05_to_07 o01_to_05 o04_to_07 o05_to_10	1				
arith_skip_g08_00_o06_07	Skip Counting	8	0	6	7	10	312	o05_to_07 o06_to_10 o04_to_07 o05_to_10	1				
arith_skip_g08_00_o07_08	Skip Counting	8	0	7	8	10	313	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	1				
													
arith_skip_g08_00_o04_07	Skip Counting	8	0	4	7	10	314	seq_04_to_07 seq_05_to_07	1				
arith_skip_g08_00_o01_07	Skip Counting	8	0	1	7	10	315	seq_01_to_07	1				
													
arith_skip_g08_00_o08_09	Skip Counting	8	0	8	9	10	316	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g08_00_o09_10	Skip Counting	8	0	9	10	10	317	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g08_00_o10	Skip Counting	8	0	10		10	318	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
													
arith_skip_g08_00_o07_10	Skip Counting	8	0	7	10	10	319	seq_07_to_10 seq_08_to_10	1				
arith_skip_g08_00_o01_10	Skip Counting	8	0	1	10	10	320	seq_01_to_10	1				
													
arith_skip_g09_00_o01_02	Skip Counting	9	0	1	2	10	321	o01_to_04 o01_to_05	1				
arith_skip_g09_00_o02_03	Skip Counting	9	0	2	3	10	322	o01_to_04 o01_to_05	1				
arith_skip_g09_00_o03_04	Skip Counting	9	0	3	4	10	323	o01_to_04 o01_to_05	1				
arith_skip_g09_00_o04_05	Skip Counting	9	0	4	5	10	324	o01_to_04 o01_to_05 o04_to_07	1				
													
arith_skip_g09_00_o01_04	Skip Counting	9	0	1	4	10	325	seq_01_to_04	1				
													
arith_skip_g09_00_o05_06	Skip Counting	9	0	5	6	10	326	o05_to_07 o01_to_05 o04_to_07 o05_to_10	1				
arith_skip_g09_00_o06_07	Skip Counting	9	0	6	7	10	327	o05_to_07 o06_to_10 o04_to_07 o05_to_10	1				
arith_skip_g09_00_o07_08	Skip Counting	9	0	7	8	10	328	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	1				
													
arith_skip_g09_00_o04_07	Skip Counting	9	0	4	7	10	329	seq_04_to_07 seq_05_to_07	1				
arith_skip_g09_00_o01_07	Skip Counting	9	0	1	7	10	330	seq_01_to_07	1				
													
arith_skip_g09_00_o08_09	Skip Counting	9	0	8	9	10	331	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g09_00_o09_10	Skip Counting	9	0	9	10	10	332	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g09_00_o10	Skip Counting	9	0	10		10	333	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
													
arith_skip_g09_00_o07_10	Skip Counting	9	0	7	10	10	334	seq_07_to_10 seq_08_to_10	1				
arith_skip_g09_00_o01_10	Skip Counting	9	0	1	10	10	335	seq_01_to_10	1				
													
arith_skip_g10_00_o01_02	Skip Counting	10	0	1	2	10	336	o01_to_04 o01_to_05	1				
arith_skip_g10_00_o02_03	Skip Counting	10	0	2	3	10	337	o01_to_04 o01_to_05	1				
arith_skip_g10_00_o03_04	Skip Counting	10	0	3	4	10	338	o01_to_04 o01_to_05	1				
arith_skip_g10_00_o04_05	Skip Counting	10	0	4	5	10	339	o01_to_04 o01_to_05 o04_to_07	1				
													
arith_skip_g10_00_o01_04	Skip Counting	10	0	1	4	10	340	seq_01_to_04	1				
													
arith_skip_g10_00_o05_06	Skip Counting	10	0	5	6	10	341	o05_to_07 o01_to_05 o04_to_07 o05_to_10	1				
arith_skip_g10_00_o06_07	Skip Counting	10	0	6	7	10	342	o05_to_07 o06_to_10 o04_to_07 o05_to_10	1				
arith_skip_g10_00_o07_08	Skip Counting	10	0	7	8	10	343	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	1				
													
arith_skip_g10_00_o04_07	Skip Counting	10	0	4	7	10	344	seq_04_to_07 seq_05_to_07	1				
arith_skip_g10_00_o01_07	Skip Counting	10	0	1	7	10	345	seq_01_to_07	1				
													
arith_skip_g10_00_o08_09	Skip Counting	10	0	8	9	10	346	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g10_00_o09_10	Skip Counting	10	0	9	10	10	347	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g10_00_o10	Skip Counting	10	0	10		10	348	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
													
arith_skip_g10_00_o07_10	Skip Counting	10	0	7	10	10	349	seq_07_to_10 seq_08_to_10	1				
arith_skip_g10_00_o01_10	Skip Counting	10	0	1	10	10	350	seq_01_to_10	1				
													
arith_mul_g01_00_o01_02	Multiplication	1	0	1	2	10	351	o01_to_04 o01_to_05	2				
arith_mul_g01_00_o02_03	Multiplication	1	0	2	3	10	352	o01_to_04 o01_to_05	2				
arith_mul_g01_00_o03_04	Multiplication	1	0	3	4	10	353	o01_to_04 o01_to_05	2				
arith_mul_g01_00_o04_05	Multiplication	1	0	4	5	10	354	o01_to_04 o01_to_05 o04_to_07	2				
													
arith_mul_g01_00_o01_04	Multiplication	1	0	1	4	10	355	seq_01_to_04	2				
													
arith_mul_g01_00_o05_06	Multiplication	1	0	5	6	10	356	o05_to_07 o01_to_05 o04_to_07 o05_to_10	2				
arith_mul_g01_00_o06_07	Multiplication	1	0	6	7	10	357	o05_to_07 o06_to_10 o04_to_07 o05_to_10	2				
arith_mul_g01_00_o07_08	Multiplication	1	0	7	8	10	358	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	2				
													
arith_mul_g01_00_o04_07	Multiplication	1	0	4	7	10	359	seq_04_to_07 seq_05_to_07	2				
arith_mul_g01_00_o01_07	Multiplication	1	0	1	7	10	360	seq_01_to_07	2				
													
arith_mul_g01_00_o08_09	Multiplication	1	0	8	9	10	361	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
arith_mul_g01_00_o09_10	Multiplication	1	0	9	10	10	362	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
arith_mul_g01_00_o10	Multiplication	1	0	10		10	363	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
													
arith_mul_g01_00_o07_10	Multiplication	1	0	7	10	10	364	seq_07_to_10 seq_08_to_10	2				
arith_mul_g01_00_o01_10	Multiplication	1	0	1	10	10	365	seq_01_to_10	2				
													
arith_mul_g02_00_o01_02	Multiplication	2	0	1	2	10	366	o01_to_04 o01_to_05	2				
arith_mul_g02_00_o02_03	Multiplication	2	0	2	3	10	367	o01_to_04 o01_to_05	2				
arith_mul_g02_00_o03_04	Multiplication	2	0	3	4	10	368	o01_to_04 o01_to_05	2				
arith_mul_g02_00_o04_05	Multiplication	2	0	4	5	10	369	o01_to_04 o01_to_05 o04_to_07	2				
													
arith_mul_g02_00_o01_04	Multiplication	2	0	1	4	10	370	seq_01_to_04	2				
													
arith_mul_g02_00_o05_06	Multiplication	2	0	5	6	10	371	o05_to_07 o01_to_05 o04_to_07 o05_to_10	2				
arith_mul_g02_00_o06_07	Multiplication	2	0	6	7	10	372	o05_to_07 o06_to_10 o04_to_07 o05_to_10	2				
arith_mul_g02_00_o07_08	Multiplication	2	0	7	8	10	373	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	2				
													
arith_mul_g02_00_o04_07	Multiplication	2	0	4	7	10	374	seq_04_to_07 seq_05_to_07	2				
arith_mul_g02_00_o01_07	Multiplication	2	0	1	7	10	375	seq_01_to_07	2				
													
arith_mul_g02_00_o08_09	Multiplication	2	0	8	9	10	376	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
arith_mul_g02_00_o09_10	Multiplication	2	0	9	10	10	377	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
arith_mul_g02_00_o10	Multiplication	2	0	10		10	378	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
													
arith_mul_g02_00_o07_10	Multiplication	2	0	7	10	10	379	seq_07_to_10 seq_08_to_10	2				
arith_mul_g02_00_o01_10	Multiplication	2	0	1	10	10	380	seq_01_to_10	2				
													
arith_mul_g03_00_o01_02	Multiplication	3	0	1	2	10	381	o01_to_04 o01_to_05	2				
arith_mul_g03_00_o02_03	Multiplication	3	0	2	3	10	382	o01_to_04 o01_to_05	2				
arith_mul_g03_00_o03_04	Multiplication	3	0	3	4	10	383	o01_to_04 o01_to_05	2				
arith_mul_g03_00_o04_05	Multiplication	3	0	4	5	10	384	o01_to_04 o01_to_05 o04_to_07	2				
													
arith_mul_g03_00_o01_04	Multiplication	3	0	1	4	10	385	seq_01_to_04	2				
													
arith_mul_g03_00_o05_06	Multiplication	3	0	5	6	10	386	o05_to_07 o01_to_05 o04_to_07 o05_to_10	2				
arith_mul_g03_00_o06_07	Multiplication	3	0	6	7	10	387	o05_to_07 o06_to_10 o04_to_07 o05_to_10	2				
arith_mul_g03_00_o07_08	Multiplication	3	0	7	8	10	388	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	2				
													
arith_mul_g03_00_o04_07	Multiplication	3	0	4	7	10	389	seq_04_to_07 seq_05_to_07	2				
arith_mul_g03_00_o01_07	Multiplication	3	0	1	7	10	390	seq_01_to_07	2				
													
arith_mul_g03_00_o08_09	Multiplication	3	0	8	9	10	391	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
arith_mul_g03_00_o09_10	Multiplication	3	0	9	10	10	392	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
arith_mul_g03_00_o10	Multiplication	3	0	10		10	393	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
													
arith_mul_g03_00_o07_10	Multiplication	3	0	7	10	10	394	seq_07_to_10 seq_08_to_10	2				
arith_mul_g03_00_o01_10	Multiplication	3	0	1	10	10	395	seq_01_to_10	2				
													
arith_mul_g04_00_o01_02	Multiplication	4	0	1	2	10	396	o01_to_04 o01_to_05	2				
arith_mul_g04_00_o02_03	Multiplication	4	0	2	3	10	397	o01_to_04 o01_to_05	2				
arith_mul_g04_00_o03_04	Multiplication	4	0	3	4	10	398	o01_to_04 o01_to_05	2				
arith_mul_g04_00_o04_05	Multiplication	4	0	4	5	10	399	o01_to_04 o01_to_05 o04_to_07	2				
													
arith_mul_g04_00_o01_04	Multiplication	4	0	1	4	10	400	seq_01_to_04	2				
													
arith_mul_g04_00_o05_06	Multiplication	4	0	5	6	10	401	o05_to_07 o01_to_05 o04_to_07 o05_to_10	2				
arith_mul_g04_00_o06_07	Multiplication	4	0	6	7	10	402	o05_to_07 o06_to_10 o04_to_07 o05_to_10	2				
arith_mul_g04_00_o07_08	Multiplication	4	0	7	8	10	403	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	2				
													
arith_mul_g04_00_o04_07	Multiplication	4	0	4	7	10	404	seq_04_to_07 seq_05_to_07	2				
arith_mul_g04_00_o01_07	Multiplication	4	0	1	7	10	405	seq_01_to_07	2				
													
arith_mul_g04_00_o08_09	Multiplication	4	0	8	9	10	406	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
arith_mul_g04_00_o09_10	Multiplication	4	0	9	10	10	407	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
arith_mul_g04_00_o10	Multiplication	4	0	10		10	408	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
													
arith_mul_g04_00_o07_10	Multiplication	4	0	7	10	10	409	seq_07_to_10 seq_08_to_10	2				
arith_mul_g04_00_o01_10	Multiplication	4	0	1	10	10	410	seq_01_to_10	2				
													
arith_mul_g05_00_o01_02	Multiplication	5	0	1	2	10	411	o01_to_04 o01_to_05	2				
arith_mul_g05_00_o02_03	Multiplication	5	0	2	3	10	412	o01_to_04 o01_to_05	2				
arith_mul_g05_00_o03_04	Multiplication	5	0	3	4	10	413	o01_to_04 o01_to_05	2				
arith_mul_g05_00_o04_05	Multiplication	5	0	4	5	10	414	o01_to_04 o01_to_05 o04_to_07	2				
													
arith_mul_g05_00_o01_04	Multiplication	5	0	1	4	10	415	seq_01_to_04	2				
													
arith_mul_g05_00_o05_06	Multiplication	5	0	5	6	10	416	o05_to_07 o01_to_05 o04_to_07 o05_to_10	2				
arith_mul_g05_00_o06_07	Multiplication	5	0	6	7	10	417	o05_to_07 o06_to_10 o04_to_07 o05_to_10	2				
arith_mul_g05_00_o07_08	Multiplication	5	0	7	8	10	418	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	2				
													
arith_mul_g05_00_o04_07	Multiplication	5	0	4	7	10	419	seq_04_to_07 seq_05_to_07	2				
arith_mul_g05_00_o01_07	Multiplication	5	0	1	7	10	420	seq_01_to_07	2				
													
arith_mul_g05_00_o08_09	Multiplication	5	0	8	9	10	421	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
arith_mul_g05_00_o09_10	Multiplication	5	0	9	10	10	422	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
arith_mul_g05_00_o10	Multiplication	5	0	10		10	423	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
													
arith_mul_g05_00_o07_10	Multiplication	5	0	7	10	10	424	seq_07_to_10 seq_08_to_10	2				
arith_mul_g05_00_o01_10	Multiplication	5	0	1	10	10	425	seq_01_to_10	2				
													
arith_mul_g06_00_o01_02	Multiplication	6	0	1	2	10	426	o01_to_04 o01_to_05	2				
arith_mul_g06_00_o02_03	Multiplication	6	0	2	3	10	427	o01_to_04 o01_to_05	2				
arith_mul_g06_00_o03_04	Multiplication	6	0	3	4	10	428	o01_to_04 o01_to_05	2				
arith_mul_g06_00_o04_05	Multiplication	6	0	4	5	10	429	o01_to_04 o01_to_05 o04_to_07	2				
													
arith_mul_g06_00_o01_04	Multiplication	6	0	1	4	10	430	seq_01_to_04	2				
													
arith_mul_g06_00_o05_06	Multiplication	6	0	5	6	10	431	o05_to_07 o01_to_05 o04_to_07 o05_to_10	2				
arith_mul_g06_00_o06_07	Multiplication	6	0	6	7	10	432	o05_to_07 o06_to_10 o04_to_07 o05_to_10	2				
arith_mul_g06_00_o07_08	Multiplication	6	0	7	8	10	433	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	2				
													
arith_mul_g06_00_o04_07	Multiplication	6	0	4	7	10	434	seq_04_to_07 seq_05_to_07	2				
arith_mul_g06_00_o01_07	Multiplication	6	0	1	7	10	435	seq_01_to_07	2				
													
arith_mul_g06_00_o08_09	Multiplication	6	0	8	9	10	436	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
arith_mul_g06_00_o09_10	Multiplication	6	0	9	10	10	437	o08_to_10 o06_to_10 o07_to_10 o05_to_10	2				
